Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1224,CA-2020-808315,25/10/2020,29/10/2020,Standard Class,FH-46720,Customer-270,Corporate,United States,Milwaukee,Wisconsin,15860,Central,OFF-LA-6098,Office Supplies,Labels,Avery Address Labels,18.98,1,0.1,1.93
1225,CA-2021-779662,24/01/2021,30/01/2021,Standard Class,WF-80222,Customer-455,Consumer,United States,New York City,New York,24920,East,TEC-CO-6313,Technology,Copiers,HP Officejet,2911.77,3,0.15,709.37
1226,CA-2022-417249,11/07/2022,16/07/2022,Standard Class,QJ-77158,Customer-299,Corporate,United States,Denver,Colorado,44524,West,FUR-FU-7750,Furniture,Furnishings,Avery Binder,17.85,2,0.3,1.31
1227,CA-2021-434808,28/08/2021,03/09/2021,Standard Class,TN-37303,Customer-122,Corporate,United States,Dallas,Texas,56539,Central,FUR-FU-9162,Furniture,Furnishings,Fiskars Scissors,58.52,4,0.0,3.71
1228,CA-2021-692377,21/01/2021,26/01/2021,Standard Class,IJ-96755,Customer-312,Corporate,United States,Raleigh,North Carolina,94218,East,TEC-AC-3681,Technology,Accessories,Kensington Keyboard,942.36,6,0.0,163.76
1229,CA-2020-553887,11/04/2020,14/04/2020,Standard Class,AM-37171,Customer-308,Consumer,United States,Virginia Beach,Virginia,48225,East,OFF-EN-7296,Office Supplies,Envelopes,Kraft Clasp Envelopes,41.34,2,0.0,3.5
1230,CA-2021-876705,24/08/2021,31/08/2021,First Class,YC-18341,Customer-453,Corporate,United States,St. Louis,Missouri,10385,Central,TEC-AC-6516,Technology,Accessories,Plantronics Headset,186.98,2,0.3,40.89
1231,CA-2019-926000,29/01/2019,01/02/2019,Standard Class,VR-60672,Customer-716,Corporate,United States,Syracuse,New York,17677,East,FUR-ST-5180,Furniture,Storage,Rogers Desktop Organizer,265.58,2,0.3,10.59
1232,CA-2022-767861,27/02/2022,02/03/2022,Same Day,ZU-13758,Customer-156,Consumer,United States,Owensboro,Kentucky,65673,South,OFF-ST-6699,Office Supplies,Storage,Cardinal EasyOpen,628.92,4,0.1,37.02
1233,CA-2019-533966,04/03/2019,10/03/2019,Standard Class,CD-51084,Customer-765,Consumer,United States,Gulfport,Mississippi,61662,South,OFF-FA-4940,Office Supplies,Fasteners,Dixon Paper Clips,8.65,2,0.15,1.12
1234,CA-2020-860425,25/07/2020,28/07/2020,Standard Class,LF-65178,Customer-500,Consumer,United States,Spokane,Washington,56934,West,OFF-AR-1264,Office Supplies,Art,Acme Staple Remover,58.98,2,0.0,10.55
1235,CA-2019-914601,14/07/2019,19/07/2019,Standard Class,BH-61832,Customer-370,Consumer,United States,New Orleans,Louisiana,66922,South,FUR-BO-6032,Furniture,Bookcases,Atlantic Bookcase,222.19,1,0.1,-13.08
1236,CA-2019-774072,16/10/2019,21/10/2019,Standard Class,PI-86368,Customer-777,Consumer,United States,San Jose,California,30702,West,FUR-TA-3993,Furniture,Tables,Lesro T-Shape Table,750.32,1,0.2,-70.78
1237,CA-2021-439084,24/09/2021,01/10/2021,Second Class,EU-54993,Customer-66,Corporate,United States,Huntsville,Alabama,37300,South,TEC-PH-5441,Technology,Phones,Samsung Galaxy Tab,640.66,1,0.2,116.24
1238,CA-2020-169315,15/08/2020,22/08/2020,Second Class,JJ-20969,Customer-383,Consumer,United States,South Bend,Indiana,99998,Central,TEC-AC-8900,Technology,Accessories,Belkin USB Hub,114.12,2,0.15,30.32
1239,CA-2020-240522,23/08/2020,29/08/2020,Standard Class,AA-52235,Customer-293,Consumer,United States,Allentown,Pennsylvania,41963,East,TEC-AC-8222,Technology,Accessories,Kensington Keyboard,157.84,2,0.2,30.21
1240,CA-2021-355022,13/10/2021,20/10/2021,Second Class,FC-22071,Customer-67,Consumer,United States,Birmingham,Alabama,42790,South,TEC-AC-4749,Technology,Accessories,Plantronics Headset,36.31,2,0.15,8.12
1241,CA-2021-649983,08/06/2021,13/06/2021,Standard Class,HI-69525,Customer-55,Home Office,United States,Atlanta,Georgia,63286,South,TEC-AC-9977,Technology,Accessories,Logitech Mouse,51.28,2,0.1,10.8
1242,CA-2022-523880,29/08/2022,31/08/2022,Second Class,EB-75824,Customer-443,Corporate,United States,Elizabeth,New Jersey,53940,East,FUR-TA-6490,Furniture,Tables,Bretford CR4500 Table,460.92,1,0.15,-50.88
1243,CA-2022-430340,27/11/2022,29/11/2022,Second Class,IP-28568,Customer-20,Consumer,United States,St. Paul,Minnesota,22510,Central,OFF-PA-7583,Office Supplies,Paper,Southworth 25% Cotton,34.11,3,0.0,2.51
1244,CA-2021-236830,21/05/2021,24/05/2021,Second Class,EJ-28328,Customer-671,Consumer,United States,Edison,New Jersey,13608,East,TEC-CO-2566,Technology,Computers,HP EliteBook,1985.94,1,0.0,452.26
1245,CA-2022-481280,22/09/2022,29/09/2022,Second Class,JZ-38138,Customer-163,Consumer,United States,Salt Lake City,Utah,41884,West,TEC-AC-5164,Technology,Accessories,Plantronics Headset,119.42,1,0.0,27.97
1246,CA-2020-281679,20/11/2020,25/11/2020,Second Class,NL-45077,Customer-179,Consumer,United States,Grand Rapids,Michigan,17144,Central,TEC-CO-6842,Technology,Copiers,Xerox WorkCentre,1972.62,3,0.0,452.33
1247,CA-2020-594820,23/05/2020,28/05/2020,Standard Class,JV-22073,Customer-343,Corporate,United States,Hattiesburg,Mississippi,33273,South,OFF-AR-7285,Office Supplies,Art,Acme Staple Remover,80.35,3,0.1,7.85
1248,CA-2021-536790,09/04/2021,13/04/2021,Standard Class,CM-58427,Customer-225,Consumer,United States,Indianapolis,Indiana,42664,Central,OFF-FA-7624,Office Supplies,Fasteners,Swingline Standard Staples,6.47,1,0.1,0.23
1249,CA-2022-708761,08/04/2022,15/04/2022,Standard Class,SK-93072,Customer-785,Home Office,United States,Rockford,Illinois,85574,Central,OFF-AP-6555,Office Supplies,Appliances,Breville Toaster,199.82,2,0.0,24.15
1250,CA-2020-831740,28/05/2020,31/05/2020,First Class,YT-81703,Customer-230,Consumer,United States,Peoria,Illinois,52464,Central,FUR-BO-5447,Furniture,Bookcases,Bush Stackable Bookcase,126.81,1,0.1,0.8
1251,CA-2020-410415,13/03/2020,20/03/2020,Standard Class,PG-89746,Customer-771,Consumer,United States,Independence,Missouri,81614,Central,OFF-AR-2264,Office Supplies,Art,Pilot Rollerball,40.32,1,0.0,5.4
1252,CA-2021-130646,02/05/2021,04/05/2021,Second Class,MF-27144,Customer-389,Corporate,United States,St. Paul,Minnesota,17724,Central,FUR-CH-8725,Furniture,Chairs,Sauder Chair,2182.25,5,0.0,297.2
1253,CA-2022-388461,18/11/2022,21/11/2022,Standard Class,DZ-47417,Customer-408,Corporate,United States,San Diego,California,35750,West,FUR-FU-5879,Furniture,Furnishings,Avery Binder,27.2,5,0.3,2.41
1254,CA-2021-955580,26/06/2021,01/07/2021,Second Class,CD-86687,Customer-603,Home Office,United States,Arlington,Virginia,92655,East,OFF-ST-5924,Office Supplies,Storage,3M Corkboard,249.49,4,0.15,12.6
1255,CA-2019-694707,26/01/2019,29/01/2019,Standard Class,QL-98111,Customer-27,Consumer,United States,Covington,Kentucky,63961,South,OFF-PA-4673,Office Supplies,Paper,Xerox 1967,21.48,1,0.3,3.05
1256,CA-2020-853313,25/03/2020,29/03/2020,Second Class,PT-14441,Customer-780,Consumer,United States,Charlotte,North Carolina,20656,East,OFF-PA-4189,Office Supplies,Paper,Hammermill Copy Paper,48.67,1,0.0,5.36
1257,CA-2020-965625,10/04/2020,13/04/2020,Standard Class,UG-18136,Customer-73,Consumer,United States,Grand Rapids,Michigan,66906,Central,FUR-FU-9087,Furniture,Furnishings,Advantus Thumbtacks,214.46,6,0.2,16.76
1258,CA-2022-187071,16/05/2022,19/05/2022,Standard Class,BI-31174,Customer-40,Home Office,United States,San Diego,California,29729,West,TEC-CO-9677,Technology,Copiers,HP Officejet,5914.36,7,0.15,1279.23
1259,CA-2022-907097,26/02/2022,03/03/2022,Second Class,NT-53139,Customer-310,Home Office,United States,Jacksonville,Florida,82550,South,OFF-PA-5278,Office Supplies,Paper,HP Multipurpose Paper,44.64,2,0.0,7.39
1260,CA-2019-204531,18/11/2019,20/11/2019,Second Class,OB-52457,Customer-493,Consumer,United States,Norfolk,Virginia,22960,East,TEC-CO-2415,Technology,Copiers,Sharp Copier,2326.24,7,0.2,564.84
1261,CA-2021-646050,13/10/2021,15/10/2021,Standard Class,RH-25627,Customer-136,Corporate,United States,Philadelphia,Pennsylvania,79942,East,TEC-PH-8526,Technology,Phones,Apple iPhone,419.8,1,0.2,48.76
1262,CA-2022-408872,20/07/2022,24/07/2022,Standard Class,EB-82628,Customer-82,Home Office,United States,Peoria,Illinois,14916,Central,TEC-AC-9180,Technology,Accessories,Belkin USB Hub,542.81,6,0.1,118.92
1263,CA-2020-179833,11/09/2020,17/09/2020,Standard Class,CI-53449,Customer-53,Consumer,United States,Fort Collins,Colorado,63865,West,FUR-BO-8099,Furniture,Bookcases,O'Sullivan Bookcase,175.88,1,0.0,1.35
1264,CA-2022-178697,19/09/2022,22/09/2022,Second Class,QH-18520,Customer-725,Corporate,United States,Jacksonville,Florida,71150,South,OFF-EN-9893,Office Supplies,Envelopes,GreenWise Mailers,55.87,7,0.15,7.48
1265,CA-2022-161188,10/05/2022,17/05/2022,Second Class,CZ-54660,Customer-444,Home Office,United States,Carmel,Indiana,69168,Central,TEC-CO-6699,Technology,Copiers,Sharp Copier,590.56,1,0.4,101.63
1266,CA-2022-239742,22/09/2022,27/09/2022,Standard Class,JJ-43946,Customer-392,Corporate,United States,Arlington,Virginia,11047,East,TEC-CO-8805,Technology,Computers,Apple MacBook Pro,2806.31,2,0.1,474.19
1267,CA-2019-541428,18/02/2019,25/02/2019,Standard Class,GU-77102,Customer-456,Home Office,United States,San Diego,California,23448,West,FUR-BO-1084,Furniture,Bookcases,Bush Stackable Bookcase,328.16,4,0.2,-9.54
1268,CA-2019-625863,10/01/2019,17/01/2019,Standard Class,DW-96455,Customer-166,Corporate,United States,Tuscaloosa,Alabama,28350,South,FUR-CH-4757,Furniture,Chairs,Sauder Chair,139.99,1,0.1,14.96
1269,CA-2019-735432,22/10/2019,28/10/2019,Standard Class,HA-22093,Customer-40,Corporate,United States,Pittsburgh,Pennsylvania,82645,East,TEC-AC-5390,Technology,Accessories,Plantronics Headset,314.28,2,0.1,64.68
1270,CA-2021-303675,17/07/2021,23/07/2021,Standard Class,UL-29086,Customer-169,Home Office,United States,Tacoma,Washington,94296,West,TEC-PH-9693,Technology,Phones,Apple iPhone,176.63,1,0.2,31.34
1271,CA-2022-130629,29/04/2022,02/05/2022,Second Class,OW-13110,Customer-308,Consumer,United States,West Jordan,Utah,23412,West,FUR-BO-5713,Furniture,Bookcases,Atlantic Bookcase,204.8,2,0.15,-5.65
1272,CA-2020-576192,07/11/2020,10/11/2020,Second Class,WD-14772,Customer-180,Consumer,United States,Fort Worth,Texas,21141,Central,OFF-SU-9354,Office Supplies,Supplies,Storex Standard Eraser,63.86,5,0.1,2.62
1273,CA-2022-800065,14/10/2022,20/10/2022,Second Class,FR-68278,Customer-257,Consumer,United States,Rochester,New York,41398,East,TEC-AC-7594,Technology,Accessories,Logitech Mouse,143.64,3,0.1,35.52
1274,CA-2022-391773,08/05/2022,14/05/2022,Second Class,XA-64932,Customer-618,Corporate,United States,Eugene,Oregon,66351,West,OFF-LA-1800,Office Supplies,Labels,Pres-a-ply Labels,21.5,2,0.15,2.03
1275,CA-2022-344872,15/11/2022,19/11/2022,Standard Class,HL-15666,Customer-85,Corporate,United States,Champaign,Illinois,62307,Central,FUR-CH-6215,Furniture,Chairs,Sauder Chair,86.35,1,0.0,11.74
1276,CA-2019-636900,24/10/2019,29/10/2019,Second Class,MK-90449,Customer-165,Consumer,United States,Orlando,Florida,93905,South,FUR-BO-7517,Furniture,Bookcases,Mainstays Bookcase,646.45,5,0.0,-10.67
1277,CA-2020-282566,30/08/2020,03/09/2020,Second Class,NT-45901,Customer-82,Home Office,United States,Columbia,Missouri,69555,Central,TEC-PH-3064,Technology,Phones,Motorola Edge,279.59,1,0.15,53.15
1278,CA-2020-130192,24/09/2020,26/09/2020,Standard Class,VO-59653,Customer-16,Home Office,United States,Grand Rapids,Michigan,31253,Central,FUR-CH-5547,Furniture,Chairs,Global Tilter Chair,572.98,2,0.0,106.38
1279,CA-2019-333036,05/12/2019,09/12/2019,Standard Class,IN-28258,Customer-538,Home Office,United States,Orlando,Florida,60708,South,TEC-CO-4708,Technology,Computers,Microsoft Surface,4443.15,3,0.0,658.16
1280,CA-2019-729395,07/04/2019,11/04/2019,Second Class,DH-63381,Customer-476,Corporate,United States,West Valley City,Utah,80985,West,FUR-ST-3897,Furniture,Storage,Cardinal EasyOpen,43.59,1,0.1,5.45
1281,CA-2019-959210,04/09/2019,08/09/2019,Standard Class,AF-40228,Customer-601,Home Office,United States,Raleigh,North Carolina,30564,East,FUR-TA-9193,Furniture,Tables,Lesro T-Shape Table,5137.92,4,0.0,-161.23
1282,CA-2019-336656,05/04/2019,09/04/2019,Standard Class,MP-10270,Customer-60,Consumer,United States,Dallas,Texas,94689,Central,FUR-ST-1355,Furniture,Storage,Rogers Desktop Organizer,63.08,1,0.0,4.25
1283,CA-2020-875906,14/01/2020,21/01/2020,Standard Class,ZI-68916,Customer-594,Consumer,United States,Kansas City,Missouri,91480,Central,TEC-MA-3336,Technology,Machines,Canon PIXMA,945.57,3,0.15,72.24
1284,CA-2020-919818,11/04/2020,13/04/2020,Standard Class,BI-47961,Customer-452,Corporate,United States,Rochester,Minnesota,47740,Central,OFF-ST-5015,Office Supplies,Storage,Storex Durable Binder,80.38,1,0.1,6.15
1285,CA-2021-541157,30/06/2021,02/07/2021,Standard Class,II-96354,Customer-483,Home Office,United States,Scottsdale,Arizona,94948,West,TEC-AC-7849,Technology,Accessories,Logitech Mouse,411.96,5,0.4,87.66
1286,CA-2019-162782,20/05/2019,23/05/2019,Second Class,GR-61221,Customer-490,Consumer,United States,Orem,Utah,92059,West,TEC-MA-9963,Technology,Machines,Canon PIXMA,525.42,2,0.0,74.68
1287,CA-2022-262856,26/10/2022,31/10/2022,Second Class,DV-77740,Customer-738,Corporate,United States,North Las Vegas,Nevada,47287,West,TEC-CO-9398,Technology,Computers,Apple MacBook Pro,1494.33,1,0.0,247.42
1288,CA-2021-453005,24/01/2021,29/01/2021,Standard Class,GT-84003,Customer-714,Consumer,United States,Columbus,Ohio,29464,East,OFF-AP-4986,Office Supplies,Appliances,Eureka Disposable,30.91,1,0.15,4.49
1289,CA-2022-661378,12/12/2022,19/12/2022,Standard Class,CR-36437,Customer-700,Consumer,United States,Spokane,Washington,75133,West,TEC-AC-7762,Technology,Accessories,Kensington Keyboard,29.79,1,0.4,7.31
1290,CA-2020-470251,04/12/2020,10/12/2020,Second Class,LH-66502,Customer-456,Home Office,United States,Salem,Oregon,38878,West,TEC-PH-7042,Technology,Phones,Samsung Galaxy Tab,2001.33,3,0.0,277.75
1291,CA-2019-504648,13/05/2019,16/05/2019,Standard Class,ZG-67840,Customer-524,Consumer,United States,Savannah,Georgia,48470,South,TEC-CO-7977,Technology,Computers,Lenovo ThinkPad,5908.14,6,0.0,1317.72
1292,CA-2019-706700,26/11/2019,29/11/2019,Second Class,OI-79970,Customer-342,Consumer,United States,Bloomington,Minnesota,24399,Central,TEC-PH-3342,Technology,Phones,Samsung Galaxy Tab,637.83,1,0.0,124.92
1293,CA-2022-562264,10/10/2022,12/10/2022,Standard Class,FR-45296,Customer-142,Corporate,United States,Lexington,Kentucky,19561,South,OFF-LA-3146,Office Supplies,Labels,Avery Permanent Labels,21.58,2,0.0,0.91
1294,CA-2022-996114,26/03/2022,28/03/2022,Standard Class,SA-55205,Customer-505,Home Office,United States,Springfield,Missouri,84348,Central,TEC-CO-8596,Technology,Computers,HP EliteBook,2845.88,5,0.5,566.21
1295,CA-2019-574777,10/10/2019,14/10/2019,Standard Class,VY-28876,Customer-793,Consumer,United States,Orem,Utah,41852,West,FUR-FU-4163,Furniture,Furnishings,Eldon Desk Accessories,89.29,1,0.1,5.3
1296,CA-2021-566896,01/07/2021,08/07/2021,Second Class,FQ-97936,Customer-144,Home Office,United States,Boston,Massachusetts,78186,East,OFF-AP-7985,Office Supplies,Appliances,Holmes Portable Fan,209.66,1,0.1,37.02
1297,CA-2020-381460,17/02/2020,19/02/2020,Second Class,VU-81190,Customer-209,Home Office,United States,San Francisco,California,36816,West,OFF-BI-4481,Office Supplies,Binders,Avery Heavy Duty Binder,265.5,5,0.1,47.88
1298,CA-2021-499707,18/05/2021,23/05/2021,Second Class,IR-89506,Customer-293,Consumer,United States,Fort Lauderdale,Florida,66998,South,OFF-SU-3180,Office Supplies,Supplies,Pentel Eraser,54.59,2,0.1,3.81
1299,CA-2019-691318,21/02/2019,27/02/2019,First Class,JV-10119,Customer-80,Corporate,United States,Springfield,Missouri,24192,Central,OFF-PA-6436,Office Supplies,Paper,Hammermill Copy Paper,34.92,1,0.15,2.77
1300,CA-2020-769958,22/08/2020,27/08/2020,Standard Class,TH-93631,Customer-70,Corporate,United States,Reno,Nevada,18028,West,FUR-CH-5617,Furniture,Chairs,Ergonomic Pro,765.18,4,0.1,107.86
1301,CA-2019-208032,08/05/2019,12/05/2019,Second Class,QM-70041,Customer-328,Consumer,United States,Albany,New York,56171,East,OFF-EN-9285,Office Supplies,Envelopes,Kraft Clasp Envelopes,77.52,3,0.0,9.57
1302,CA-2019-375003,15/04/2019,18/04/2019,Second Class,ZP-30285,Customer-474,Consumer,United States,Phoenix,Arizona,96121,West,FUR-BO-2682,Furniture,Bookcases,Atlantic Bookcase,123.99,1,0.2,-4.33
1303,CA-2021-696377,11/04/2021,17/04/2021,Standard Class,VK-56694,Customer-594,Consumer,United States,Columbus,Ohio,78329,East,TEC-AC-4308,Technology,Accessories,Kensington Keyboard,194.14,2,0.4,35.19
1304,CA-2022-473856,23/09/2022,26/09/2022,Standard Class,BJ-52880,Customer-451,Consumer,United States,Columbus,Ohio,29654,East,TEC-MA-9936,Technology,Machines,Hoover Vacuum,491.62,1,0.0,43.73
1305,CA-2021-914509,28/01/2021,31/01/2021,Standard Class,IB-99301,Customer-339,Corporate,United States,Springfield,Illinois,80703,Central,FUR-ST-5385,Furniture,Storage,Storex Durable Binder,76.35,1,0.15,3.01
1306,CA-2021-584469,23/05/2021,28/05/2021,Second Class,TL-83423,Customer-663,Consumer,United States,Baton Rouge,Louisiana,39095,South,OFF-AR-5178,Office Supplies,Art,Sanford Pencil,28.19,1,0.0,4.79
1307,CA-2020-670811,12/10/2020,14/10/2020,Standard Class,EX-80145,Customer-578,Consumer,United States,Minneapolis,Minnesota,71853,Central,TEC-AC-3049,Technology,Accessories,Plantronics Headset,327.71,6,0.4,55.86
1308,CA-2019-221586,19/01/2019,26/01/2019,Second Class,TH-51817,Customer-132,Corporate,United States,Lexington,Kentucky,73010,South,OFF-ST-9256,Office Supplies,Storage,3M Corkboard,219.34,3,0.3,27.42
1309,CA-2021-302859,11/03/2021,14/03/2021,Second Class,HF-98841,Customer-54,Consumer,United States,Orem,Utah,55717,West,FUR-CH-8920,Furniture,Chairs,La-Z-Boy Chair,569.89,1,0.15,67.17
1310,CA-2022-844254,19/11/2022,26/11/2022,Standard Class,JK-69671,Customer-417,Corporate,United States,Birmingham,Alabama,48796,South,OFF-FA-1666,Office Supplies,Fasteners,Advantus Rubber Bands,34.83,3,0.1,2.36
1311,CA-2022-395225,30/05/2022,05/06/2022,First Class,ZJ-57779,Customer-201,Consumer,United States,Baton Rouge,Louisiana,70148,South,OFF-BI-4281,Office Supplies,Binders,Avery Heavy Duty Binder,65.0,2,0.0,13.81
1312,CA-2022-804393,25/11/2022,28/11/2022,Second Class,BC-74597,Customer-656,Corporate,United States,Newark,New Jersey,86905,East,OFF-AR-2872,Office Supplies,Art,Pilot Rollerball,76.92,3,0.0,8.34
1313,CA-2019-699597,21/06/2019,25/06/2019,Standard Class,RV-54074,Customer-613,Consumer,United States,Denver,Colorado,69731,West,FUR-TA-4330,Furniture,Tables,Lesro T-Shape Table,855.1,1,0.0,-81.35
1314,CA-2020-957947,29/03/2020,02/04/2020,Second Class,GX-76238,Customer-424,Corporate,United States,Carmel,Indiana,93043,Central,TEC-PH-7346,Technology,Phones,Motorola Edge,398.58,1,0.0,62.58
1315,CA-2020-248884,05/08/2020,12/08/2020,Standard Class,OG-87626,Customer-171,Consumer,United States,Jersey City,New Jersey,75281,East,TEC-CO-3105,Technology,Copiers,Canon imageCLASS,3156.8,4,0.0,719.33
1316,CA-2020-495302,19/08/2020,21/08/2020,Standard Class,IP-83331,Customer-785,Corporate,United States,Salt Lake City,Utah,54291,West,OFF-ST-5584,Office Supplies,Storage,Rogers Desktop Organizer,279.06,2,0.0,26.97
1317,CA-2020-327614,04/03/2020,07/03/2020,Standard Class,SV-36315,Customer-14,Home Office,United States,Jacksonville,Florida,21719,South,TEC-PH-1953,Technology,Phones,Apple iPhone,2969.33,7,0.0,491.56
1318,CA-2019-424767,29/04/2019,06/05/2019,Standard Class,NB-79039,Customer-660,Corporate,United States,Phoenix,Arizona,40230,West,FUR-TA-6503,Furniture,Tables,Bretford CR4500 Table,1491.49,2,0.15,-73.15
1319,CA-2022-840585,04/12/2022,08/12/2022,Second Class,LL-41777,Customer-789,Home Office,United States,Hillsboro,Oregon,64720,West,FUR-TA-7453,Furniture,Tables,Balt Folding Table,3024.39,3,0.0,-113.88
1320,CA-2019-917689,17/12/2019,23/12/2019,Standard Class,SG-70030,Customer-4,Consumer,United States,Phoenix,Arizona,55545,West,TEC-CO-4609,Technology,Copiers,Sharp Copier,1058.93,1,0.2,219.42
1321,CA-2019-748789,02/06/2019,04/06/2019,Standard Class,ZC-86615,Customer-128,Home Office,United States,Hillsboro,Oregon,50425,West,FUR-TA-3292,Furniture,Tables,Bretford CR4500 Table,2134.86,4,0.3,-148.45
1322,CA-2022-633816,30/09/2022,05/10/2022,Standard Class,KX-96271,Customer-544,Corporate,United States,Toledo,Ohio,81131,East,TEC-PH-4551,Technology,Phones,Samsung Galaxy Tab,972.14,2,0.1,181.48
1323,CA-2021-582229,19/04/2021,22/04/2021,First Class,EE-65720,Customer-443,Home Office,United States,Lake Charles,Louisiana,67013,South,FUR-CH-8272,Furniture,Chairs,HON Office Chair,833.71,3,0.2,128.38
1324,CA-2021-848815,22/11/2021,29/11/2021,Standard Class,PM-86124,Customer-598,Consumer,United States,Tucson,Arizona,41698,West,FUR-FU-6209,Furniture,Furnishings,Fiskars Scissors,76.31,1,0.1,8.97
1325,CA-2022-126148,06/03/2022,12/03/2022,Standard Class,EO-79756,Customer-26,Consumer,United States,Tacoma,Washington,51561,West,FUR-FU-1480,Furniture,Furnishings,Advantus Thumbtacks,234.1,2,0.2,20.61
1326,CA-2019-245830,31/05/2019,07/06/2019,Standard Class,YJ-61967,Customer-360,Consumer,United States,San Antonio,Texas,22165,Central,OFF-FA-9755,Office Supplies,Fasteners,Acco Binder Clips,23.24,2,0.1,2.91
1327,CA-2021-732783,29/12/2021,03/01/2022,Second Class,HS-33717,Customer-536,Home Office,United States,Denver,Colorado,68616,West,TEC-CO-9049,Technology,Copiers,HP Officejet,865.43,1,0.2,130.19
1328,CA-2020-166907,18/12/2020,25/12/2020,Standard Class,KQ-74671,Customer-282,Corporate,United States,Orlando,Florida,32402,South,OFF-AR-1376,Office Supplies,Art,Sanford Pencil,37.9,1,0.0,5.43
1329,CA-2021-143880,04/04/2021,11/04/2021,Second Class,YQ-12596,Customer-140,Consumer,United States,Springfield,Illinois,44298,Central,OFF-FA-3830,Office Supplies,Fasteners,3M Tape,4.52,1,0.1,0.31
1330,CA-2021-831157,01/03/2021,08/03/2021,Standard Class,MU-22061,Customer-658,Corporate,United States,Savannah,Georgia,46318,South,FUR-BO-5998,Furniture,Bookcases,O'Sullivan Bookcase,893.34,2,0.1,17.34
1331,CA-2021-329501,13/03/2021,20/03/2021,Second Class,SH-95893,Customer-440,Consumer,United States,Columbia,Missouri,81954,Central,OFF-SU-9789,Office Supplies,Supplies,Faber-Castell Eraser,53.01,3,0.0,4.98
1332,CA-2022-470329,21/09/2022,26/09/2022,Standard Class,YQ-64590,Customer-507,Consumer,United States,Bloomington,Minnesota,38289,Central,OFF-AP-8113,Office Supplies,Appliances,Cuisinart Coffeemaker,80.98,1,0.15,9.95
1333,CA-2021-404850,15/03/2021,19/03/2021,Second Class,UQ-89964,Customer-575,Consumer,United States,Springfield,Illinois,38631,Central,FUR-FU-5125,Furniture,Furnishings,Smead File Pockets,51.3,1,0.3,7.19
1334,CA-2020-283362,09/09/2020,12/09/2020,Standard Class,KE-11073,Customer-53,Home Office,United States,Shreveport,Louisiana,70015,South,TEC-PH-4228,Technology,Phones,Nokia Smart Phone,120.85,1,0.5,12.47
1335,CA-2020-462135,30/07/2020,02/08/2020,Standard Class,ZA-83692,Customer-30,Corporate,United States,Charlotte,North Carolina,18314,East,FUR-FU-7909,Furniture,Furnishings,Advantus Thumbtacks,362.36,4,0.0,46.69
1336,CA-2019-426790,12/10/2019,16/10/2019,Second Class,FB-70816,Customer-611,Consumer,United States,Austin,Texas,44710,Central,TEC-PH-4809,Technology,Phones,Nokia Smart Phone,1513.47,7,0.0,236.45
1337,CA-2020-274975,05/04/2020,10/04/2020,Standard Class,EL-44628,Customer-153,Corporate,United States,Chicago,Illinois,82267,Central,OFF-PA-8112,Office Supplies,Paper,Xerox 1967,38.56,1,0.1,3.76
1338,CA-2022-406766,17/10/2022,22/10/2022,Standard Class,CQ-66543,Customer-42,Consumer,United States,Paterson,New Jersey,89118,East,TEC-MA-2324,Technology,Machines,Canon PIXMA,150.43,1,0.15,15.8
1339,CA-2022-832469,14/04/2022,17/04/2022,Second Class,TD-34441,Customer-557,Consumer,United States,Houston,Texas,24110,Central,OFF-AP-7811,Office Supplies,Appliances,Holmes Portable Fan,335.89,4,0.15,56.72
1340,CA-2021-856981,24/07/2021,27/07/2021,Standard Class,TT-43728,Customer-104,Consumer,United States,Cincinnati,Ohio,32780,East,OFF-ST-7951,Office Supplies,Storage,Rogers Desktop Organizer,508.44,3,0.0,36.77
1341,CA-2019-345410,02/03/2019,08/03/2019,Second Class,VG-40785,Customer-634,Consumer,United States,Indianapolis,Indiana,88343,Central,OFF-LA-6505,Office Supplies,Labels,Maco Labels,13.81,1,0.3,1.14
1342,CA-2019-562121,03/06/2019,08/06/2019,Second Class,UY-38221,Customer-288,Consumer,United States,Tampa,Florida,40035,South,OFF-SU-9700,Office Supplies,Supplies,Sanford EXPO,39.86,5,0.15,2.88
1343,CA-2022-484059,14/02/2022,20/02/2022,Second Class,RO-41135,Customer-110,Consumer,United States,Hillsboro,Oregon,42285,West,OFF-AP-5183,Office Supplies,Appliances,Eureka Disposable,89.0,1,0.2,12.47
1344,CA-2019-399093,01/10/2019,06/10/2019,Standard Class,FC-36623,Customer-663,Consumer,United States,Rochester,Minnesota,49210,Central,FUR-ST-5075,Furniture,Storage,Cardinal EasyOpen,149.3,1,0.0,4.84
1345,CA-2021-527819,13/06/2021,19/06/2021,Second Class,PY-71302,Customer-620,Home Office,United States,Chicago,Illinois,26581,Central,FUR-TA-7386,Furniture,Tables,Balt Folding Table,637.76,2,0.1,-62.46
1346,CA-2020-748599,28/11/2020,30/11/2020,Second Class,CO-62044,Customer-581,Consumer,United States,Augusta,Georgia,19898,South,OFF-ST-6279,Office Supplies,Storage,Cardinal EasyOpen,26.68,1,0.1,1.41
